EstablishmentID,InspectionID,Zip,TypeDescription,Latitude,Longitude,Inspection,Score
59749,1256162,40229,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0932000,-85.6703000,2017-01-06,93
59758,1245975,40218,SUPERMARKET WITH PROCESSING,38.1984000,-85.6620000,2016-11-23,98
59759,1213538,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1119000,-85.8608000,2016-07-25,99
59759,1213539,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1119000,-85.8608000,2016-07-25,99
59759,1257858,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1119000,-85.8608000,2017-01-12,95
59759,1257859,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1119000,-85.8608000,2017-01-12,97
59771,1205650,40291,FOOD SERVICE,38.1720000,-85.6059000,2016-06-27,100
59771,1245243,40291,FOOD SERVICE,38.1720000,-85.6059000,2016-11-21,100
59772,1174720,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2016-02-25,100
59772,1174721,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2016-02-25,100
59772,1218583,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2016-08-12,100
59772,1218584,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2016-08-12,99
59772,1263205,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2017-02-03,100
59772,1263206,40241,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2970000,-85.5537000,2017-02-03,99
59815,1193060,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2435000,-85.7363000,2016-05-13,100
59815,1232697,40204,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2435000,-85.7363000,2016-10-04,98
59835,1204196,40203,HOME (CONTINENTAL BREAKFAST),38.2379000,-85.7585000,2016-06-16,100
59835,1267257,40203,HOME (CONTINENTAL BREAKFAST),38.2379000,-85.7585000,2017-02-21,100
59873,1182405,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-03-30,99
59873,1182406,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-03-30,97
59873,1237796,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-10-25,88
59873,1237797,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-10-25,99
59873,1239582,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-11-01,100
59873,1239583,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2990000,-85.5537000,2016-11-01,99
59874,1211023,40272,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1119000,-85.8608000,2016-07-18,96
59874,1211024,40272,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1119000,-85.8608000,2016-07-18,92
59874,1259563,40272,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1119000,-85.8608000,2017-01-20,98
59874,1259564,40272,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1119000,-85.8608000,2017-01-20,96
59944,1209009,40291,SUPERMARKET WITH PROCESSING,38.1651000,-85.5983000,2016-07-11,99
60010,1227285,40216,PRE-PACKAGED RETAIL,38.1742000,-85.8227000,2016-09-15,99
60012,1179880,40216,FOOD SERVICE,38.1778000,-85.8198000,2016-03-17,96
60012,1234047,40216,FOOD SERVICE,38.1778000,-85.8198000,2016-10-10,95
60012,1266934,40216,FOOD SERVICE,38.1778000,-85.8198000,2017-02-20,97
60013,1184084,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1594000,-85.6606000,2016-04-06,90
60013,1184085,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1594000,-85.6606000,2016-04-06,98
60013,1235604,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1594000,-85.6606000,2016-10-17,95
60013,1235605,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1594000,-85.6606000,2016-10-17,98
60118,1199701,40205,MOBILE RESTRICTED CONCESSION,38.2156000,-85.6771000,2016-06-06,100
60142,1214014,40216,PRE-PACKAGED RETAIL,38.1994000,-85.8368000,2016-07-27,100
60208,1206966,40243,FOOD SERVICE,38.2441000,-85.5170000,2016-06-30,99
60208,1250504,40243,FOOD SERVICE,38.2441000,-85.5170000,2016-12-12,97
60210,1213097,40241,FOOD SERVICE,38.2959000,-85.5578000,2016-07-25,99
60210,1254531,40241,FOOD SERVICE,38.2959000,-85.5578000,2016-12-22,100
60379,1224007,40245,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2895000,-85.5112000,2016-09-02,98
60379,1224008,40245,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2895000,-85.5112000,2016-09-02,98
60379,1262098,40245,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2895000,-85.5112000,2017-01-31,94
60379,1262099,40245,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2895000,-85.5112000,2017-01-31,95
60380,1265339,40210,SUPERMARKET WITH PROCESSING,38.2278000,-85.7764000,2017-02-10,90
60382,1232764,40206,FOOD SERVICE,38.2546000,-85.6874000,2016-10-04,93
60449,1183815,40208,FOOD SERVICE,38.2135000,-85.7556000,2016-04-05,94
60449,1233981,40208,FOOD SERVICE,38.2135000,-85.7556000,2016-10-10,97
60564,1252454,40215,SUPERMARKET WITH PROCESSING,38.1805000,-85.7830000,2016-12-19,100
60623,1187806,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2064000,-85.8019000,2016-04-21,100
60623,1238917,40216,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2064000,-85.8019000,2016-10-28,100
60627,1178456,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2016-03-10,99
60627,1178457,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2016-03-10,98
60627,1218992,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2016-08-15,99
60627,1218993,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2016-08-15,100
60627,1256152,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2017-01-06,100
60627,1256153,40291,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1315000,-85.5794000,2017-01-06,96
60628,1242031,40243,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2480000,-85.5283000,2016-11-04,100
60628,1242032,40243,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2480000,-85.5283000,2016-11-04,100
60633,1232164,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1884000,-85.6078000,2016-09-29,98
60633,1232165,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1884000,-85.6078000,2016-09-29,100
60647,1225871,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1982000,-85.6636000,2016-09-12,95
60647,1225872,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1982000,-85.6636000,2016-09-12,95
60707,1177632,40291,FOOD SERVICE,38.1446000,-85.5852000,2016-03-08,98
60707,1223982,40291,FOOD SERVICE,38.1446000,-85.5852000,2016-09-01,96
60707,1265352,40291,FOOD SERVICE,38.1446000,-85.5852000,2017-02-10,100
60708,1180578,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2202000,-85.6426000,2016-03-22,100
60708,1246963,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2202000,-85.6426000,2016-11-29,100
60776,1235585,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1853000,-85.6069000,2016-10-17,100
60776,1235586,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1853000,-85.6069000,2016-10-17,100
60876,1179257,40204,FOOD SERVICE,38.2417284,-85.7252000,2016-03-15,89
60876,1237791,40204,FOOD SERVICE,38.2417284,-85.7252000,2016-10-25,87
60878,1205108,40241,FOOD SERVICE,38.2993000,-85.5592000,2016-06-23,98
60878,1249686,40241,FOOD SERVICE,38.2993000,-85.5592000,2016-12-08,99
60880,1201375,40202,FOOD SERVICE,38.2573000,-85.7613000,2016-06-13,100
60880,1247038,40202,FOOD SERVICE,38.2573000,-85.7613000,2016-11-29,100
60960,1244005,40228,SUPERMARKET WITH PROCESSING,38.1388000,-85.6164000,2016-11-16,100
60961,1205645,40241,FOOD SERVICE,38.2972000,-85.5526000,2016-06-27,99
60961,1249687,40241,FOOD SERVICE,38.2972000,-85.5526000,2016-12-07,99
60962,1195416,40291,FOOD SERVICE,38.1580000,-85.5908000,2016-05-20,96
60962,1237074,40291,FOOD SERVICE,38.1580000,-85.5908000,2016-10-21,95
60964,1189366,40208,HOME (FULL BREAKFAST),38.2279000,-85.7604000,2016-04-27,100
60964,1267258,40208,HOME (FULL BREAKFAST),38.2279000,-85.7604000,2017-02-21,100
60965,1189279,40203,SCHOOL CAFETERIA OR FOOD SERVICE,38.2391000,-85.7541000,2016-04-28,96
60965,1236859,40203,SCHOOL CAFETERIA OR FOOD SERVICE,38.2391000,-85.7541000,2016-10-20,95
60965,1261373,40203,SCHOOL CAFETERIA OR FOOD SERVICE,38.2391000,-85.7541000,2017-01-27,85
60965,1263202,40203,SCHOOL CAFETERIA OR FOOD SERVICE,38.2391000,-85.7541000,2017-02-03,100
60974,1188354,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,95
60974,1225067,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
60975,1188358,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60975,1225075,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60976,1188359,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60976,1225097,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60977,1188357,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60977,1225094,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,96
60978,1188355,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,98
60978,1225724,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
60979,1188384,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-25,100
60979,1188446,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,92
60979,1225248,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
60980,1188449,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60980,1225239,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60981,1188336,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
60981,1225314,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60982,1188584,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60982,1225315,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60984,1188325,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60984,1225229,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
60985,1188375,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
60985,1225246,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,96
60986,1188322,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
60986,1225727,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,97
60988,1188338,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,98
60988,1225096,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60989,1188371,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60989,1225244,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60990,1188314,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
60990,1225249,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60991,1188356,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
60991,1225243,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,98
60992,1188318,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,98
60992,1225721,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,97
60993,1188320,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,97
60993,1225250,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,97
60994,1188323,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,97
60994,1225722,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
60995,1188312,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,100
60995,1225095,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,97
61009,1188315,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,96
61009,1225726,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
61010,1188319,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,97
61010,1225245,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
61011,1188369,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
61011,1225720,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,100
61012,1188353,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,98
61012,1225723,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,97
61091,1175908,40241,FOOD SERVICE,38.2971000,-85.5530000,2016-03-01,95
61091,1235103,40241,FOOD SERVICE,38.2971000,-85.5530000,2016-10-13,81
61091,1237098,40241,FOOD SERVICE,38.2971000,-85.5530000,2016-10-21,97
61096,1237867,40242,SCHOOL CAFETERIA OR FOOD SERVICE,38.2297000,-85.4996000,2016-10-25,100
61096,1263081,40242,SCHOOL CAFETERIA OR FOOD SERVICE,38.2297000,-85.4996000,2017-02-03,100
61098,1191972,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2502000,-85.7568000,2016-05-10,94
61098,1191973,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2502000,-85.7568000,2016-05-10,97
61098,1258868,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2502000,-85.7568000,2017-01-18,90
61098,1258869,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2502000,-85.7568000,2017-01-18,92
61128,1188368,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,99
61128,1225725,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,99
61129,1188313,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-04-15,96
61129,1225719,40209,FOOD SERVICE,38.2058000,-85.7591000,2016-09-01,95
61131,1198229,40207,FOOD SERVICE,38.2309000,-85.6406000,2016-05-20,94
61176,1212003,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1852000,-85.6056000,2016-07-20,95
61176,1212004,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1852000,-85.6056000,2016-07-20,97
61176,1251859,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1852000,-85.6056000,2016-12-15,96
61176,1251860,40299,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1852000,-85.6056000,2016-12-15,99
61244,1179762,40299,FOOD SERVICE,38.1978000,-85.5618000,2016-03-17,100
61244,1237108,40299,FOOD SERVICE,38.1978000,-85.5618000,2016-10-21,99
61377,1181331,40208,SCHOOL CAFETERIA OR FOOD SERVICE,38.2218000,-85.7760000,2016-03-24,96
61377,1249262,40208,SCHOOL CAFETERIA OR FOOD SERVICE,38.2218000,-85.7760000,2016-12-07,98
61377,1261087,40208,SCHOOL CAFETERIA OR FOOD SERVICE,38.2218000,-85.7760000,2017-01-26,100
61470,1186470,40219,FOOD SERVICE,38.1153000,-85.6905000,2016-04-15,92
61470,1244842,40219,FOOD SERVICE,38.1153000,-85.6905000,2016-11-18,94
61472,1179910,40204,FOOD SERVICE,38.2382000,-85.7198000,2016-03-16,99
61472,1257627,40204,FOOD SERVICE,38.2382000,-85.7198000,2017-01-11,100
61484,1190591,40202,FOOD SERVICE,38.2514000,-85.7577000,2016-05-04,97
61484,1233724,40202,FOOD SERVICE,38.2514000,-85.7577000,2016-10-07,95
61484,1267633,40202,FOOD SERVICE,38.2514000,-85.7577000,2017-02-22,96
61486,1214097,40241,FOOD SERVICE,38.2957000,-85.5571000,2016-07-21,98
61486,1256465,40241,FOOD SERVICE,38.2957000,-85.5571000,2017-01-09,93
61486,1258371,40241,FOOD SERVICE,38.2957000,-85.5571000,2017-01-17,99
61491,1211019,40215,FOOD SERVICE,38.1838742,-85.7913818,2016-07-18,100
61492,1183509,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1811000,-85.7658000,2016-04-04,95
61492,1183510,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1811000,-85.7658000,2016-04-04,85
61492,1236442,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1811000,-85.7658000,2016-10-19,95
61492,1236443,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1811000,-85.7658000,2016-10-19,93
61546,1182410,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2016-03-30,95
61546,1182411,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2016-03-30,97
61546,1227866,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2016-09-19,98
61546,1227867,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2016-09-19,96
61546,1267182,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2017-02-20,98
61546,1267183,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1784000,-85.6601000,2017-02-20,99
61663,1190010,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1791000,-85.6239000,2016-05-03,98
61663,1190011,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1791000,-85.6239000,2016-05-03,97
61663,1233953,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1791000,-85.6239000,2016-10-10,98
61663,1233954,40218,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1791000,-85.6239000,2016-10-10,99
61685,1245784,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2521000,-85.6590000,2016-11-22,96
61685,1245785,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2521000,-85.6590000,2016-11-22,96
61687,1226286,40219,FOOD SERVICE,38.1496000,-85.6950000,2016-09-13,98
61687,1267452,40219,FOOD SERVICE,38.1496000,-85.6950000,2017-02-22,98
61688,1177285,40213,SUPERMARKET WITH PROCESSING,38.2108890,-85.7176390,2016-03-07,100
61688,1264667,40213,SUPERMARKET WITH PROCESSING,38.2108890,-85.7176390,2017-02-08,96
61829,1205100,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1760000,-85.7131000,2016-06-24,97
61829,1205101,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1760000,-85.7131000,2016-06-24,99
61829,1255789,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1760000,-85.7131000,2017-01-05,100
61829,1255790,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1760000,-85.7131000,2017-01-05,98
61832,1200747,40219,FOOD SERVICE,38.1381000,-85.6855000,2016-06-09,96
61832,1254402,40219,FOOD SERVICE,38.1381000,-85.6855000,2016-12-28,92
61835,1179182,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2045000,-85.7653000,2016-03-14,92
61835,1179183,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2045000,-85.7653000,2016-03-14,100
61835,1222299,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2045000,-85.7653000,2016-08-26,94
61835,1222300,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2045000,-85.7653000,2016-08-26,100
61836,1179184,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2052000,-85.7502000,2016-03-15,99
61836,1179185,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2052000,-85.7502000,2016-03-15,100
61836,1221946,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2052000,-85.7502000,2016-08-25,91
61836,1221947,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2052000,-85.7502000,2016-08-25,100
61836,1223787,40209,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2052000,-85.7502000,2016-09-01,100
61838,1255131,40291,SUPERMARKET WITH PROCESSING,38.1664000,-85.6049000,2017-01-03,98
61839,1215594,40299,FOOD SERVICE,38.1843000,-85.6074000,2016-07-27,100
61839,1260606,40299,FOOD SERVICE,38.1843000,-85.6074000,2017-01-25,99
61949,1241328,40214,SUPERMARKET WITH PROCESSING,38.1717000,-85.7675000,2016-11-03,100
61951,1194389,40225,FOOD SERVICE,38.1993000,-85.6625000,2016-05-17,98
61951,1246893,40225,FOOD SERVICE,38.1993000,-85.6625000,2016-11-29,92
61984,1176925,40242,SCHOOL CAFETERIA OR FOOD SERVICE,38.2677000,-85.5883000,2016-03-04,100
61984,1235104,40242,SCHOOL CAFETERIA OR FOOD SERVICE,38.2677000,-85.5883000,2016-10-13,100
61984,1267477,40242,SCHOOL CAFETERIA OR FOOD SERVICE,38.2677000,-85.5883000,2017-02-21,100
61989,1228885,40229,PRE-PACKAGED RETAIL,38.0879000,-85.6685000,2016-09-20,96
61990,1223067,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.0888000,-85.6645000,2016-08-30,98
61990,1223068,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.0888000,-85.6645000,2016-08-30,99
61990,1266652,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.0888000,-85.6645000,2017-02-17,99
61990,1266653,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.0888000,-85.6645000,2017-02-17,95
62104,1186471,40219,FOOD SERVICE,38.1261000,-85.6816000,2016-04-15,98
62104,1231961,40219,FOOD SERVICE,38.1261000,-85.6816000,2016-10-03,100
62284,1198063,40299,FOOD SERVICE,38.2136000,-85.5386000,2016-06-01,97
62284,1242682,40299,FOOD SERVICE,38.2136000,-85.5386000,2016-11-09,97
62389,1205058,40299,FOOD SERVICE,38.2141000,-85.5376000,2016-06-24,97
62389,1248812,40299,FOOD SERVICE,38.2141000,-85.5376000,2016-12-06,97
62392,1217724,40202,FOOD SERVICE,38.2569000,-85.7626000,2016-08-01,100
62392,1254858,40202,FOOD SERVICE,38.2569000,-85.7626000,2016-12-29,98
62392,1254859,40202,FOOD SERVICE,38.2569000,-85.7626000,2016-12-29,100
62397,1214111,40220,SUPERMARKET WITH PROCESSING,38.2194000,-85.6254000,2016-07-25,100
62468,1188597,40059,FOOD SERVICE,38.3407849,-85.6199479,2016-04-26,98
62468,1253752,40059,FOOD SERVICE,38.3407849,-85.6199479,2016-12-20,96
62546,1179775,40241,FOOD SERVICE,38.3043000,-85.5758000,2016-03-17,92
62546,1237798,40241,FOOD SERVICE,38.3043000,-85.5758000,2016-10-25,94
62575,1219512,40213,FOOD SERVICE,38.1578000,-85.7148000,2016-08-11,96
62575,1262550,40213,FOOD SERVICE,38.1578000,-85.7148000,2017-02-01,98
62579,1205062,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1125000,-85.6796000,2016-06-24,97
62579,1205063,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1125000,-85.6796000,2016-06-24,96
62579,1249919,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1125000,-85.6796000,2016-12-09,95
62579,1249920,40229,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1125000,-85.6796000,2016-12-09,95
62580,1208357,40218,FOOD SERVICE,38.1908000,-85.6850000,2016-07-06,96
62580,1251899,40218,FOOD SERVICE,38.1908000,-85.6850000,2016-12-15,89
62588,1216804,40291,FOOD SERVICE,38.1454530,-85.5858610,2016-08-08,95
62588,1258353,40291,FOOD SERVICE,38.1454530,-85.5858610,2017-01-17,96
62674,1180641,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1024000,-85.8691000,2016-03-22,99
62674,1180642,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1024000,-85.8691000,2016-03-22,94
62674,1235636,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1024000,-85.8691000,2016-10-17,100
62674,1235637,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1024000,-85.8691000,2016-10-17,100
62677,1243342,40206,SCHOOL CAFETERIA OR FOOD SERVICE,38.2495000,-85.7235000,2016-11-14,97
62681,1180568,40203,FOOD SERVICE,38.2465000,-85.7580000,2016-03-22,98
62681,1226322,40203,FOOD SERVICE,38.2465000,-85.7580000,2016-09-13,100
62681,1267474,40203,FOOD SERVICE,38.2465000,-85.7580000,2017-02-22,99
62735,1220779,40241,FOOD SERVICE,38.3068000,-85.5731000,2016-08-18,98
62735,1260299,40241,FOOD SERVICE,38.3068000,-85.5731000,2017-01-24,96
62736,1198198,40217,FOOD SERVICE,38.2207000,-85.7205000,2016-05-19,100
62736,1239590,40217,FOOD SERVICE,38.2207000,-85.7205000,2016-11-01,100
62737,1197670,40223,FOOD SERVICE,38.2315000,-85.5660000,2016-05-31,100
62737,1225321,40223,FOOD SERVICE,38.2315000,-85.5660000,2016-08-24,99
62821,1201037,40220,FOOD SERVICE,38.2356000,-85.6208000,2016-06-10,100
62821,1250122,40220,FOOD SERVICE,38.2356000,-85.6208000,2016-12-09,98
62859,1183100,40258,PRE-PACKAGED RETAIL,38.1251000,-85.8560000,2016-04-01,93
62860,1182078,40299,SCHOOL CAFETERIA OR FOOD SERVICE,38.1914000,-85.5146000,2016-03-29,100
62860,1238912,40299,SCHOOL CAFETERIA OR FOOD SERVICE,38.1914000,-85.5146000,2016-10-28,100
62860,1265630,40299,SCHOOL CAFETERIA OR FOOD SERVICE,38.1914000,-85.5146000,2017-02-13,98
62983,1208336,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1906000,-85.5681000,2016-07-06,100
62983,1252998,40299,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1906000,-85.5681000,2016-12-20,98
63013,1208719,40299,FOOD SERVICE,38.2177000,-85.5383000,2016-07-07,97
63013,1248915,40299,FOOD SERVICE,38.2177000,-85.5383000,2016-12-06,98
63014,1221230,40222,FOOD SERVICE,38.2581000,-85.6043000,2016-08-19,98
63014,1260572,40222,FOOD SERVICE,38.2581000,-85.6043000,2017-01-25,99
63041,1175198,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2016-02-26,94
63041,1175199,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2016-02-26,94
63041,1222553,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2016-08-29,95
63041,1222554,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2016-08-29,95
63041,1266024,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2017-02-14,96
63041,1266025,40258,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1444000,-85.8523000,2017-02-14,96
63089,1258445,40204,FOOD SERVICE,38.2373000,-85.7194000,2017-01-17,97
